ID	可用版本	可用平台	升级后的ID（大于10000的数）	卡牌名称备注	卡牌简述备注	卡牌描述备注	卡牌名称	卡牌简述	卡牌描述	卡牌图集名称	卡牌图片名称	卡牌类型	卡牌作用对象类型	卡牌最大作用对象数量	卡牌所用子弹	使用条件	特性	获取事件	移除事件	抽到事件	使用效果	丢弃事件事件	消耗事件	回合结束自动弃牌事件	加入手牌事件	离开手牌事件	卡牌所携带的buff信息	融合标签	复制时的特殊值	卡牌解锁信息
ModCardID(3018)	1	1	ModCardID(13018)	Dark Pulse		Skill. Deal 12 Dark Damage. 25% chance to Stun the target.	ModCardNameSkill18		ModCardInfoSkill18	cards	cardDark	3	3	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["75","1","100"]}|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(12)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(12)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13018)	1	1	0	Dark Pulse		Skill. Deal 15 Dark Damage. 25% chance to Stun the target.	ModCardNameSkill18		ModCardInfoSkill18Up	cards	cardDark	3	3	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["75","1","100"]}|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(15)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(15)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3019)	1	1	ModCardID(13019)	Signal Beam		Skill. Deal 8 Bug Damage and apply Weakness x1	ModCardNameSkill19		ModCardInfoSkill19	cards	cardBug	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,221,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&3003,1,1,1,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13019)	1	1	0	Signal Beam		Skill. Deal 10 Bug Damage and apply Weakness x2	ModCardNameSkill19		ModCardInfoSkill19Up	cards	cardBug	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,221,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&3003,2,1,1,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3020)	1	1	ModCardID(13020)	Vaccuum Wave		Skill. Unplayable. While this card is in your hand, deal 1 Fighting Skill Damage to a random enemy anytime a card is played.	ModCardNameSkill20		ModCardInfoSkill20	cards	cardFighting	3	9	0	0	null	[]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(63),1,1,0,null,null,0]	GHT{"name":"null","values":[]}|[ModHighActionID(64),0,1,0,ModHighActionID(63),null,0]	null	[1]	null	LockedDesCollection_Hero
ModCardID(13020)	1	1	0	Vaccuum Wave		Skill. Unplayable. While this card is in your hand, deal 2 Fighting Skill Damage to a random enemy anytime a card is played.	ModCardNameSkill20		ModCardInfoSkill20Up	cards	cardFighting	3	9	0	0	null	[]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(63),2,1,0,null,null,0]	GHT{"name":"null","values":[]}|[ModHighActionID(64),0,1,0,ModHighActionID(63),null,0]	null	[1]	null	LockedDesCollection_Hero
ModCardID(3800)	1	1	ModCardID(13800)	Fly		Skill. Gain Dodge x1. Until the start of your next turn, enemies that miss an attack against you take 4 Melee Flying Damage.	ModCardNameZubat5		ModCardInfoZubat5	cards	cardFlying	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(67),4,1,0,null,null&3001,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13800)	1	1	0	Fly		Skill. Gain Dodge x1. Until the start of your next turn, enemies that miss an attack against you take 6 Melee Flying Damage.	ModCardNameZubat5		ModCardInfoZubat5Up	cards	cardFlying	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(67),6,1,0,null,null&3001,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3021)	1	1	ModCardID(13021)	Protect		Skill. Gain 10% of your Max HP as Armor. When used as the first card played during your turn, take 75% reduced damage and end your turn. Damage reduction lasts until the start of your next turn.	ModCardNameSkill21		ModCardInfoSkill21	cards	cardNormal	3	0	0	1	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[<C_OneActionDuration:0:ModHighActionID(71)>]","0"]}|[1005,0,1,0,[<C_HealthMax:0>*0.1],null&ModHighActionID(72),15,1,0,null,null,0&1334,0,1,0,null,null]|[1005,0,1,0,[<C_HealthMax:0>*0.1],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13021)	1	1	0	Protect		Skill. Gain 15% of your Max HP as Armor. When used as the first card played during your turn, take 75% reduced damage and end your turn. Damage reduction lasts until the start of your next turn.	ModCardNameSkill21		ModCardInfoSkill21Up	cards	cardNormal	3	0	0	1	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[<C_OneActionDuration:0:ModHighActionID(71)>]","0"]}|[1005,0,1,0,[<C_HealthMax:0>*0.15],null&ModHighActionID(72),15,1,0,null,null,0&1334,0,1,0,null,null]|[1005,0,1,0,[<C_HealthMax:0>*0.15],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3022)	1	1	ModCardID(13022)	Rest		Skill. Apply Sleep x5 to self, heal to full and discard your hand. Removed.	ModCardNameSkill22		ModCardInfoSkill22	cards	cardPsychic	3	0	0	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(33),5,1,0,null,null&1006,0,1,0,[<C_HealthMax:1>-<C_HealthCur:1>],[<C_HealthMax:1>-<C_HealthCur:1>]&1014,0,1,0,5!1!9!0!7,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13022)	1	1	0	Rest		Skill. Apply Sleep x5 to self, heal to full and discard your hand.	ModCardNameSkill22		ModCardInfoSkill22Up	cards	cardPsychic	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(33),5,1,0,null,null&1006,0,1,0,[<C_HealthMax:1>-<C_HealthCur:1>],[<C_HealthMax:1>-<C_HealthCur:1>]&1014,0,1,0,5!1!9!0!7,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3023)	1	1	ModCardID(13023)	Thunder Wave		Skill. Apply Paralysis x2. Has a 20% chance to fail if you aren't an Electric Type.	ModCardNameSkill23		ModCardInfoSkill23	cards	cardElectric	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[20-(<C_OneActionDuration:0:ModHighActionID(4)>*20)+(<C_OneActionDuration:1:ModHighActionID(14)*80)]","1","100"]}|[ModHighActionID(41),0,1,321,ModHighActionID(31)!2,null]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13023)	1	1	0	Thunder Wave		Skill. Apply Paralysis x3. Has a 20% chance to fail if you aren't an Electric Type.	ModCardNameSkill23		ModCardInfoSkill23Up	cards	cardElectric	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[20-(<C_OneActionDuration:0:ModHighActionID(4)>*20)+(<C_OneActionDuration:1:ModHighActionID(14)*80)]","1","100"]}|[ModHighActionID(41),0,1,321,ModHighActionID(31)!3,null]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3024)	1	1	ModCardID(13024)	Will o Wisp		Skill. Apply Burn x2. Has a 20% chance to fail if you aren't a Fire type.	ModCardNameSkill24		ModCardInfoSkill24	cards	cardFire	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[20-(<C_OneActionDuration:0:ModHighActionID(1)>*20)+(<C_OneActionDuration:1:ModHighActionID(1)*80)]","1","100"]}|[ModHighActionID(38),0,1,321,ModHighActionID(25)!2,null]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13024)	1	1	0	Will o Wisp		Skill. Apply Burn x3. Has a 20% chance to fail if you aren't a Fire type.	ModCardNameSkill24		ModCardInfoSkill24Up	cards	cardFire	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[20-(<C_OneActionDuration:0:ModHighActionID(1)>*20)+(<C_OneActionDuration:1:ModHighActionID(1)*80)]","1","100"]}|[ModHighActionID(38),0,1,321,ModHighActionID(25)!3,null]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3025)	1	1	ModCardID(13025)	Confuse Ray		Skill. Has a 50% chance to apply Confusion x2 to the target. If it doesn't apply, Draw 1 instead.	ModCardNameSkill25		ModCardInfoSkill25	cards	cardGhost	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["50","1","100"]}|[ModHighActionID(35),2,1,321,null,null]|[1013,0,1,0,1,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13025)	1	1	0	Confuse Ray		Skill. Has a 50% chance to apply Confusion x3 to the target. If it doesn't apply, Draw 2 instead.	ModCardNameSkill25		ModCardInfoSkill25Up	cards	cardGhost	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["50","1","100"]}|[ModHighActionID(35),2,1,321,null,null]|[1013,0,1,0,2,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3026)	1	1	ModCardID(13026)	Aqua Ring		Skill. Gain <color=#329ae6>Aqua Ring</color> for the next 5 Turns. <color=#FAC970>Removed</color>.	ModCardNameSkill26		ModCardInfoSkill26	cards	cardWater	3	0	0	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(73),5,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13026)	1	1	0	Aqua Ring		Skill. Gain <color=#329ae6>Aqua Ring</color> for the next 8 Turns. <color=#FAC970>Removed</color>.	ModCardNameSkill26		ModCardInfoSkill26Up	cards	cardWater	3	0	0	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(73),8,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3027)	1	1	ModCardID(13027)	Leech Seed		Skill. Apply <color=#419a38>Leech Seed</color> x3 to a non-<color=#419a38>Grass</color> Enemy. <color=#FAC970>Removed</color>.	ModCardNameSkill27		ModCardInfoSkill27	cards	cardGrass	3	3	221	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(43),0,1,321,ModHighActionID(42)!2,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13027)	1	1	0	Leech Seed		Skill. Apply <color=#419a38>Leech Seed</color> x4 to a non-<color=#419a38>Grass</color> Enemy. <color=#FAC970>Removed</color>.	ModCardNameSkill27		ModCardInfoSkill27Up	cards	cardGrass	3	3	221	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(43),0,1,321,ModHighActionID(42)!3,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3028)	1	1	ModCardID(13028)	Lock-On		Skill. Your next Attack will always hit and gains a +4 All-Types Damage Boost.	ModCardNameSkill28		ModCardInfoSkill28	cards	cardNormal	3	3	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(74),1,1,0,null,null,0&1053,0,1,0,GenericFlatDamageBoost![<DR_Fight_GetValue:GenericFlatDamageBoost>+4],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13028)	1	1	0	Lock-On		Skill. Your next Attack will always hit and gains a +4 All-Types Damage Boost.	ModCardNameSkill28		ModCardInfoSkill28Up	cards	cardNormal	3	3	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(74),1,1,0,null,null,0&1053,0,1,0,GenericFlatDamageBoost![<DR_Fight_GetValue:GenericFlatDamageBoost>+4],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3029)	1	1	ModCardID(13029)	Harden		Skill. Gain 6 Armor. Increase the Armor gained from this card by 3 for the rest of battle.	ModCardNameSkill29		ModCardInfoSkill29	cards	cardNormal	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1005,0,1,0,[6+<DR_Fight_GetValue:Harden>],null&1057,0,1,0,Harden!3,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13029)	1	1	0	Harden		Skill. Gain 8 Armor. Increase the Armor gained from this card by 4 for the rest of battle.	ModCardNameSkill29		ModCardInfoSkill29Up	cards	cardNormal	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1005,0,1,0,[8+<DR_Fight_GetValue:Harden>],null&1057,0,1,0,Harden!4,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3030)	1	1	ModCardID(13030)	Laser Focus		Skill. Your next Attack will be a Critical Hit	ModCardNameSkill30		ModCardInfoSkill30	cards	cardNormal	3	0	0	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[2249,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13030)	1	1	0	Laser Focus		Skill. Your next Attack will be a Critical Hit	ModCardNameSkill30		ModCardInfoSkill30Up	cards	cardNormal	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[2249,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3031)	1	1	ModCardID(13031)	Obstruct		Skill. Gain 50% Damage Reduction. Enemies that Attack you gain Mark x1. Damage Reduction lasts until the start of your next turn. Effect fails if you have already existing Damage Reduction.	ModCardNameSkill31		ModCardInfoSkill31	cards	cardDark	3	0	0	2	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[<C_OneActionDuration:0:ModHighActionID(72)>]","0"]}|[ModHighActionID(72),10,1,0,null,null,0&ModHighActionID(141),1,1,0,null,null,0]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13031)	1	1	0	Obstruct		Skill. Gain 50% Damage Reduction. Enemies that Attack you gain Mark x1. Damage Reduction lasts until the start of your next turn. Effect fails if you have already existing Damage Reduction.	ModCardNameSkill31		ModCardInfoSkill31Up	cards	cardDark	3	0	0	1	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[<C_OneActionDuration:0:ModHighActionID(72)>]","0"]}|[ModHighActionID(72),10,1,0,null,null,0&ModHighActionID(141),1,1,0,null,null,0]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3032)	1	1	ModCardID(13032)	Venom Drench		Skill. All enemies with Poison or Toxic Poison have their current status doubled. Removed.	ModCardNameSkill32		ModCardInfoSkill32	cards	cardPoison	3	3	223	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(27)>+<C_OneActionDuration:1:ModHighActionID(29)>]","0"]}|[ModHighActionID(142),0,1,1,null,null,0&ModHighActionID(143),0,1,1,null,null,0]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13032)	1	1	0	Venom Drench		Skill. All enemies with Poison or Toxic Poison have their current status tripled. Removed.	ModCardNameSkill32		ModCardInfoSkill32Up	cards	cardPoison	3	3	223	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(27)>+<C_OneActionDuration:1:ModHighActionID(29)>]","0"]}|[ModHighActionID(144),0,1,1,null,null,0&ModHighActionID(145),0,1,1,null,null,0]|[0,0,1,0,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3033)	1	1	ModCardID(13033)	Rage Powder		Skill. Apply Rage x1 to all non-grass characters.	ModCardNameSkill33		ModCardInfoSkill33	cards	cardGrass	3	4	440	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(46),0,1,440,3004!1,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13033)	1	1	0	Rage Powder		Skill. Apply Rage x1 to all non-grass characters, and an additional stack to yourself.	ModCardNameSkill33		ModCardInfoSkill33Up	cards	cardGrass	3	4	440	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(46),0,1,440,3004!1,null&3004,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3034)	1	1	ModCardID(13034)	Nasty Plot		Skill. Gain 40% increased Type Damage. Removed.	ModCardNameSkill34		ModCardInfoSkill34	cards	cardDark	3	0	0	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[1053,0,1,0,GenericMultDamageBoost![<DR_Fight_GetValue:GenericMultDamageBoost>+8],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13034)	1	1	0	Nasty Plot		Skill. Gain 60% increased Type Damage. Removed.	ModCardNameSkill34		ModCardInfoSkill34Up	cards	cardDark	3	0	0	2	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[1053,0,1,0,GenericMultDamageBoost![<DR_Fight_GetValue:GenericMultDamageBoost>+12],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3035)	1	1	ModCardID(13035)	Slack Off		Skill. Heal equal to 25% of your missing HP. Increase the ammo cost by 1 each time Slack Off is used.	ModCardNameSkill35		ModCardInfoSkill35	cards	cardNormal	3	0	0	[1+<C_OneActionDuration:500:ModHighActionID(146)>]	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1006,0,1,0,[0.25*(<C_HealthMax:0>-<C_HealthCur:0>)],null&ModHighActionID(146),1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13035)	1	1	0	Slack Off		Skill. Heal equal to 25% of your missing HP. Increase the ammo cost by 1 each time Slack Off is used.	ModCardNameSkill35		ModCardInfoSkill35Up	cards	cardNormal	3	0	0	[<C_OneActionDuration:500:ModHighActionID(146)>]	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1006,0,1,0,[0.25*(<C_HealthMax:0>-<C_HealthCur:0>)],null&ModHighActionID(146),1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3036)	1	1	ModCardID(13036)	Toxic		Skill. Apply Toxic Poison x4	ModCardNameSkill36		ModCardInfoSkill36	cards	cardPoison	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(40),0,1,321,ModHighActionID(29)!4,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13036)	1	1	0	Toxic		Skill. Apply Toxic Poison x6	ModCardNameSkill36		ModCardInfoSkill36Up	cards	cardPoison	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(40),0,1,321,ModHighActionID(29)!6,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3037)	1	1	ModCardID(13037)	Focus Energy		Skill. For the rest of battle, gain 25% Crit Chance.	ModCardNameSkill37		ModCardInfoSkill37	cards	cardNormal	3	0	0	1	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[2469,25,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13037)	1	1	0	Focus Energy		Skill. For the rest of battle, gain 40% Crit Chance.	ModCardNameSkill37		ModCardInfoSkill37Up	cards	cardNormal	3	0	0	1	null	["CK_Consume"]	null	null	null	GHT{"name":"null","values":[]}|[2469,40,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3038)	1	1	ModCardID(13038)	Dark Void		Skill. Has a 60% chance to apply Sleep x2. Each chance is separate on each enemy.	ModCardNameSkill38		ModCardInfoSkill38	cards	cardDark	3	3	213	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(150),0,1,501,ModHighActionID(33)!2,null,0&ModHighActionID(150),0,1,502,ModHighActionID(33)!2,null,0&ModHighActionID(150),0,1,503,ModHighActionID(33)!2,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13038)	1	1	0	Dark Void		Skill. Has a 60% chance to apply Sleep x3. Each chance is separate on each enemy.	ModCardNameSkill38		ModCardInfoSkill38Up	cards	cardDark	3	3	213	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(150),0,1,501,ModHighActionID(33)!3,null,0&ModHighActionID(150),0,1,502,ModHighActionID(33)!3,null,0&ModHighActionID(150),0,1,503,ModHighActionID(33)!3,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3039)	1	1	ModCardID(13039)	Swagger		Skill. Increase the target's Attack by 5, but apply Confusion x3 to them.	ModCardNameSkill39		ModCardInfoSkill39	cards	cardNormal	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[2013,0,1,1,5,null&ModHighActionID(35),3,1,321,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13039)	1	1	0	Swagger		Skill. Increase the target's Attack by 3, but apply Confusion x3 to them.	ModCardNameSkill39		ModCardInfoSkill39Up	cards	cardNormal	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[2013,0,1,1,3,null&ModHighActionID(35),3,1,321,null,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3040)	1	1	ModCardID(13040)	Glare		Skill. Apply Paralysis x3 to a Non-Electric enemy.	ModCardNameSkill40		ModCardInfoSkill40	cards	cardNormal	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(47),0,1,321,ModHighActionID(31)!3,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13040)	1	1	0	Glare		Skill. Apply Paralysis x3 to a Non-Electric enemy.	ModCardNameSkill40		ModCardInfoSkill40Up	cards	cardNormal	3	3	221	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(47),0,1,321,ModHighActionID(31)!3,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(5001)	1	1	0	Slowed		Curse. -2 Attack Damage when this card is added to your hand. Removed at the end of your turn.	ModCardNameCurse1		ModCardInfoCurse1	cards	cardCurse	5	9	0	0	null	["CK_AUTOConsume"]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(75),2,1,0,null,null]	GHT{"name":"null","values":[]}|[2005,0,1,0,ModHighActionID(75)!2,null]	null	[9]	null	LockedDesCollection_Enemy
